人,Person,"にん, じん","ひと, と",人,-,person,,"""Remember how the radical version of this kanji meant <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">person</span> because it's a person walking from the side with their arms down? Well this is a <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">person</span> too!""","Know the radicals, and you shall know the kanji.","""Only one <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">person</span> at <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">Nintendo</span> (<span lang=""""ja"""">にん</span>) complained about the new <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">Jeans</span> (<span lang=""""ja"""">じん</span>) policy, and that person was you.""","""Imagine how angry you were about the policy. You'll have to come up with something to be angry about yourself (pick something that would actually make you angry, like maybe you're only allowed to wear cut off short-shorts jeans at Nintendo now), but if you pick something good, you'll definitely remember the two readings for this. Just remember you're working at <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">Nintendo</span>, and the policy has to be something about <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">jeans</span>. Then, imagine yourself as the only <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">person</span> complaining and everyone else in their dumb jeans (or lack-thereof) shaking their head at you because you're being a fool.""",37,kanji level1
力,"Power, Strength","りょく, りき",ちから,力,-,power,,"""The radical and the meaning of this kanji are the same. Both are <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">Power</span>.""","If you know the radicals, you should be feeling fine... No, you should feel powerful!","""Who has the most Power of anyone? It's the <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">Power</span> Rangers. Who are they battling? <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">Ricky the Rock</span> (<span lang=""""ja"""">りき</span>, <span lang=""""ja"""">りょく</span>) Monster.""","""Know anyone named <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">Ricky</span> (<span lang=""""ja"""">りき</span>), even a famous person like Ricky Ricardo or Ricky Gervais? Put his face on the monster the <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">Power</span> Rangers are fighting. Also, imagine him throwing <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">rocks</span> (<span lang=""""ja"""">りょく</span>) and hitting people with them. You should imagine it as more gruesome than Power Rangers was on the show. This is real, yo (and gruesome will help you to remember).""",38,kanji level1
川,River,せん,かわ,川,-,river,,"""The <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">river</span> radical and the <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">river</span> kanji are the same as each other!""","So, if you know the radical you know the kanji as well.","""So you're in a river. As you're floating down, enjoying yourself, you bump into something. It says """"moo"""" to you. You look around. There are hundreds of <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">cow</span>s (<span lang=""""ja"""">かわ</span>) surrounding you. """,Touch them as you float by. Smell them. Is the river filled with cow poop? Probably. Use that to help you to remember that you run into cows when you're in the river.,39,kanji level1
七,Seven,しち,"なな, なの",七,-,seven,,"""Lucky for you (as is the case with many of the lower-stroke kanji), this kanji is the same as the radical you've already learned. The radical that makes up this kanji is <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">seven</span> and the kanji (which is exactly the same) is also <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">seven</span>. So, if you know the radical, you know the meaning of the kanji as well.""",Make sure you know your radicals well and you'll be A-Okay on this one!,"""You know this kanji means <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">Seven</span>, so let's use that to remember the reading too. <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">Seven</span> is a lucky number, usually, but this time it wasn't so good. <br /><span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">Seven</span> percent is all she got on her test after <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">she chea</span>ted (<span lang=""""ja"""">しち</span>) on it.""","""How unbelievable is it that someone got <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">seven</span> percent on a test, especially if you try to cheat? Imagine the girl you loathe the most from school, and imagine her cheating on the test (it's important it's a girl, because of the """"she"""" part in <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">she chea</span>ted (<span lang=""""ja"""">しち</span>). Then, imagine your happiness when she's super upset about getting seven percent on it. Serves her right, obviously.""",40,kanji level1
十,Ten,じゅう,とお,十,-,cross,,"""This <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">cross</span> is the symbol for the number <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">ten</span>. A good way to remember this is to think about all the religions that have crosses and also important sets of tens. ""","If you're familiar with Christianity, they have a cross and ten commandments. Cross = ten, you see?","""This cross in particular has <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">ten</span> <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">jew</span>els (<span lang=""""ja"""">じゅう</span>) on it. Two on each arm and two in the middle. That's ten jewels!""","Picture the jewels on this cross. Maybe draw it out on a piece of paper so the visual really sticks. Each cross is really a symbol for different sets of ten things, and in this case, it's ten jewels.",41,kanji level1
三,Three,さん,み,"一, 二",-,"ground, two",,"""This kanji is made up of the ground radical (which also happens to be the kanji for """"one"""") and the radical for two. Combine <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">one</span> and <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">two</span> together and what do you get? <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">Three</span>!""","This one should be pretty self explanatory! Even easier, you can look at this kanji and see it has three straight lines. You know what one looks like. You know what two looks like. So... this is three!","""<span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">Three</span> is the number of chances you get with <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">San</span>ta-san (<span lang=""""ja"""">さん</span>). He has a list, and when you get to three """"naughty things"""" lines, that's it. You're on Santa-san's three strikes and you're out list.""","Picture Santa-san sitting at his desk at the North Pole, eating cookies, and marking one, two, then finally three lines next to names. Once the third line appears, the kid doesn't get presents anymore.",42,kanji level1
二,Two,に,ふた,二,-,two,,"""The kanji <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">two</span> and the radical <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">two</span> are the exact same things. Therefore, you know the kanji for two already!""","More simply put, you can just know that this kanji is the double of One. It's two lines, that's not all that hard to remember!","""Think of all the things you have <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">Two</span> of. What is the most important? Some would say eyes, some would say ears. I would say the <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">knee</span> (<span lang=""""ja"""">に</span>) because if you didn't have them, it'd be really hard to go up stairs.""","Imagine yourself without two knees, and see what it would be like. What would give you trouble? What couldn't you do? Just imagining this for a minute or two will help you to remember the reading of this kanji more effectively.",43,kanji level1
女,Woman,じょ,"おんな, め",女,-,woman,,"""The radical for <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">woman</span> and the kanji for <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">woman</span> are exactly the same.""","That means if you know your radicals well, you know the meaning of this kanji as well! How swell.","""When you think of a <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">woman</span>, think of <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">Jo</span>-Anne (<span lang=""""ja"""">じょ</span>), though she usually goes by just """"Jo.""""""","""Whenever the reading <span lang=""""ja"""">じょ</span> comes up, we will use the character Jo-Anne. She's quite a short woman, which is to help us differentiate <span lang=""""ja"""">じょ</span> from <span lang=""""ja"""">じょう</span> (who is the giant, oafish farmhand Jourm). <span lang=""""ja"""">じょ</span> is a smaller lady, <span lang=""""ja"""">じょう</span> is a giant man.""",44,kanji level1
又,Again,-,また,又,-,stool,,"""You're sitting on your <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">stool</span> <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">again</span>!!?""","""There's someone you know who carries a stool around with her all the time. Why? Because she's super pregnant and can't walk too far. You're walking with her, but she has to stop every few feet and sit on her stool, again and <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">again</span>. Feel irritated about this, because it will help you to remember the meaning of this kanji better. Imagine this scene taking place several times as you're trying to walk to your destination together, but she's too slow and it's super-duper irritating.""","""So, she's really pregnant, and carrying a stool, sitting on it again and <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">again</span>. Where are you two going? Where would a super preggers person go? Well, she needs to go to the <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">mata</span>nity (<span lang=""""ja"""">また</span>) store to get new clothes for her giant baby stomach.""","""I know """"mata"""" and """"maternity"""" are a bit of a stretch, but the goal is to get you to the memory of <span lang=""""ja"""">また</span> in your head, so they don't necessarily need to be exactly the same. If this can get you to the correct memory in your head, then it does the right thing, and that's good. So, make that your goal and you'll probably remember the reading for this kanji!""",119,kanji level2
玉,Ball,ぎょく,たま,"王, 丶",-,"king, drop",,"""The <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">king</span> has something in his hand that he's <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">drop</span>ping... but it bounces too! He's bouncing a <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">ball</span>""","""This kanji looks just like a king bouncing a <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">ball</span>, no? If not, imagine the kanji itself bouncing the drop (the <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">ball</span>) over and over again, then laying some hoops like a pro.""","""Think of someone curled up in a ball. It is someone you know / someone famous named “Tom” (<span lang=""""ja"""">たま</span>).""","""So, who's in a ball? Which """"Tom"""" did you choose?""",120,kanji level2
本,"Book, Origin, Real, Main",ほん,もと,本,-,book,,"""The kanji and the radical are the same, so remembering the meaning of this kanji is as simple as making sure you know the radical for <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">book</span> first! If you know the radical, you know this kanji means <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">book</span> as well.<br />Take note that the second, third, and fourth meanings of this kanji are <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">origin</span>, <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">real</span>, and <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">main</span>. You can figure this out by thinking about how books mainly have their origins in real life.""","Make sure you know those radicals, yo! And good luck with all the meanings (sorry sorry sorry).","""<span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">Book</span>s are one of the best ways to <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">hone</span> (<span lang=""""ja"""">ほん</span>) your intellect, you know?""",Just think about books and how you use them to hone your skills. Or read a book about honing things. Like swords.,121,kanji level2
子,"Child, Kid","し, す",こ,子,-,child,,"""The <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">child</span> radical and the <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">child</span> kanji are exactly the same.""","So, if you know your radicals, you know your kanji as well! This won't last forever (where radicals are exactly the same as the kanji) so enjoy it while the kanji are still small and simple!","""To remember the sounds  <span lang=""""ja"""">し</span> and <span lang=""""ja"""">す</span> we'll use these mnemonics:<br />There is a <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">child</span> standing in front of you. You look closely at the child but something seems wrong. You rub your eyes and when you open them again there is a <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">shee</span>p (<span lang=""""ja"""">し</span>) in a <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">sui</span>t (<span lang=""""ja"""">す</span>) in front of you. You yelp, blink, and it's back to being a child. Are... all children really just sheep in suits?!""","The child runs away and you chase after it. Every time it's about to turn a corner it looks like a sheep in a suit again, but whenever you yell and point, it turns back. You're the only one who can see this sheep suit child!!",122,kanji level2
丸,"Circle, Circular, Round",がん,まる,"九, 丶",-,"nine, drop",,"""What's something with <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">nine</span> sides? Just add a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">drop</span> and you'll have something that's almost a <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">circle</span>.""","""It's not quite a <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">circle</span> though. You just need to add a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">drop</span> of liquid to the edges to smooth it out to become a full circle.""","""Do you know about the adorable cat Maru? If not, you should <a href=""""http://www.youtube.com/watch?v=z_AbfPXTKms"""">check it out</a>. May seem like a distraction, but if you come back knowing the reading for this kanji, then it's totally worth while.<br />When you think about a circle, think about <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">Maru</span> all rolled up in a little circle, being super adorable. Don't tell me it doesn't melt your heart just thinking about it.<br />Alternatively, you could also look at this kanji and think of Maru inside of a box, with his little tail sticking out of it. Whatever works best for you, just get yourself to """"Maru.""""""","""Obviously if you """"don't know this reading"""" well enough, you should watch some more Maru videos. I'll understand... just make sure you come back someday, okay?""",123,kanji level2
正,Correct,"せい, しょう","ただ, まさ","一, 止",-,"ground, stop",,"""There is a line on the <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">ground</span> so you <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">stop</span> and a giant sign pops up that says <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">CORRECT</span>! You obeyed the rules of the road and did the correct thing.""","""Imagine walking, staring at the ground until you come across a line that you're supposed to stop at. If you stop, the big """"correct"""" sign appears, chiming a happy tune.""","""You did the <span class=""""kanji-highlight"""" title=""""Kanji"""" rel=""""tooltip"""">correct</span> thing, so the <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">Shou</span>gun (<span lang=""""ja"""">しょう</span>) shows up to reward you! He holds out a shiny new <span class=""""reading-highlight"""" title=""""Reading"""" rel=""""tooltip"""">sa</span>ber (<span lang=""""ja"""">せい</span>) in his hand, gently taps it onto each of your shoulders, and then hands it to you. It's big, curved and you love it.""","Being correct got the Shougun to notice you AND a new saber. You better make sure to answer this kanji correctly in your reviews too, so you can keep being correct and have more nice things happen.",124,kanji level2
