276,"昼ご飯","ひるごはん","lunch",6,17
277,"晩ご飯","ばんごはん","supper",6,18
278,,"パン","bread",6,19
279,"卵","たまご","egg",6,20
280,"肉","にく","meat",6,21
281,"魚","さかな","fish",6,22
282,"野菜","やさい","vegetable",6,23
283,"果物","くだもの","fruit",6,24
284,"水","みず","water",6,25
285,"お茶","おちゃ","tea, green tea",6,26
286,"紅茶","こうちゃ","black tea",6,27
287,"牛乳","ぎゅうにゅう","milk",6,28
288,,"ミルク","milk",6,29
289,,"ジュース","juice",6,30
290,,"ビール","beer",6,31
291,"お酒","（お）さけ","alcohol, Japanese rice wine",6,32
292,,"サッカー","football, soccer",6,33
293,,"テニス","tennis",6,34
294,,"CD","CD",6,35
295,,"ビデオ","videotape, video deck",6,36
296,"何","なに","what",6,37
297,,"それから","after that, and then",6,38
298,,"ちょっと","a little while, a little bit",6,39
299,"店","みせ","store, shop",6,40
300,,"レストラン","restaurant",6,41
301,"手紙","てがみ","letter",6,42
302,"映画","えいが","movie",6,43
303,"写真","しゃしん","photograph",6,44
304,"庭","にわ","garden",6,45
305,"宿題","しゅくだい [をします]","(do) homework",6,46
306,,"レポート","report",6,47
307,,"ときどき","sometimes",6,48
308,,"いつも","always, usually",6,49
309,,"いっしょに","together",6,50
310,,"いいですね","That’s good.",6,51
311,,"ええ","yes",6,52
312,"公園","こうえん","park",6,53
313,"何ですか。","なんですか","Yes?",6,54
314,"お花見","（お）はなみ [をす]","cherry-blossom viewing",6,55
315,"大阪城公園","おおさかじょうこうえん","Osaka Castle Park",6,56
316,"分かりまた。","わかりました。","I see",6,57
317,,"じゃ、また。","See you [tomorrow]",6,58
318,"切ります","きります","cut, slice",7,1
319,,"もらいます","receive",7,2
320,,"あげます","give",7,3
321,"送ります","おくります","send",7,4
322,"貸します","かします","lend",7,5
323,"借ります","かります","borrow",7,6
324,"教えます","おしえます","teach",7,7
325,"習います","ならいます","learn",7,8
326,,"かけます","make",7,9
327,"電話をかけます。","「でんわをかけます。」","make [a telephone call]",7,10
328,"手","て","hand, arm",7,11
329,,"はし","chopsticks",7,12
330,,"スプーン","spoon",7,13
331,,"ナイフ","knife",7,14
332,,"フォーク","folk",7,15
333,,"はさみ","scissors",7,16
334,,"ファクス （ファッス）","fax",7,17
335,,"ワープロ","word processor",7,18
336,,"パソコン","personal computer",7,19
337,,"パンチ","punch",7,20
338,,"ホッチキス","stapler",7,21
339,,"セロテープ","Scotch tape, clear adhesive tape",7,22
340,"消しゴム","けしゴム","eraser",7,23
341,"紙","かみ","paper",7,24
342,"花","はな","flower",7,25
343,,"シャツ","shirt",7,26
344,,"プレゼント","present, gift",7,27
345,"荷物","にもつ","baggage, parcel",7,28
346,"お金","おかね","money",7,29
347,"切符","きっぷ","ticket",7,30
348,,"クリスマス","Christmas",7,31
349,"父","ちち","(my) father",7,32
350,"母","はは","(my) mother",7,33
351,"お父さん","おとうさん","(someone else’s) father",7,34
352,"お母さん","おかあさん","(someone else’s) mother",7,35
353,,"もう","already",7,36
354,,"まだ","not yet",7,37
355,,"これから","from now on, soon",7,38
356,,"すてきですね。","What a nice [∼]",7,39
357,,"ごめんください。","Excuse me./Anybody home?/May I come in? (an expression used by a visitor)",7,40
358,,"いらっしゃい","How nice of you to come. (lit. Welcome.)",7,41
359,,"どうぞおあがりくい。","Do come in.",7,42
360,,"しつれいします","Thank you./May I? (lit. I’m afraid I’ll be disturbing you.)",7,43
361,,"（～は）いかがですか。","Won’t you have [∼]?/Would you like to have [∼]? (used when offering something)",7,44
362,,"いただきます。","Thank you./I accept. (said before starting to eat or drink)",7,45
363,,"りょこう(をします)","trip, tour",7,46
364,"お土産","おみやげ","souvenir, present",7,47
365,,"ヨーロッパ","Europe",7,48
366,,"スペイン","Spain",7,49
367,"静か[な]","しずかな","quiet",8,1
368,,"きれいな","beautiful, clean",8,2
369,,"ハンサムな","handsome",8,3
370,,"にぎやかな","lively",8,4
371,"有名[な]","ゆうめいな","famous",8,5
372,"親切[な]","しんせつな","kind",8,6
373,"元気[な]","げんきな","healthy, sound, cheerful",8,7
374,"暇[な]","ひまな","free (time)",8,8
375,"忙しい","いそがしい","busy",8,9
376,"便利[な]","べんりな","convenient",8,10
377,,"すてきな","fine, nice, wonderful",8,11
378,"大きい","おおきい","big, large",8,12
379,"小さい","ちいさい","small, little",8,13
380,"新しい","あたらしい","new",8,14
381,"古い","ふるい","old (not of age)",8,15
382,,"いい","good",8,16
383,"悪い","わるい","bad",8,17
384,"暑い、熱い","あつい","hot",8,18
385,"冷たい","つめたい","cold (referring to temperature)",8,19
386,"寒い","さむい","cold (referring to touch)",8,20
387,"難しい","むずかしい","difficult",8,21
388,"優しい","やさしい","easy",8,22
389,"厳しい","きびしい","strict",8,23
390,"安い","やすい","inexpensive",8,24
391,"高い","たかい","expensive, tall, high",8,25
392,"低い","ひくい","low",8,26
393,,"おもしろい","interesting",8,27
394,,"つまらない","boring",8,28
395,,"おいしい","delicious, tasty",8,29
396,"楽しい","たのしい","enjoyable",8,30
397,"白い","しろい","white",8,31
398,"黒い","くろい","black",8,32
399,"赤い","あかい","red",8,33
400,"青い","あおい","blue",8,34
401,"桜","さくら","cherry (blossom)",8,35
402,"山","やま","mountain",8,36
403,"町","まち","town, city",8,37
404,"食べ物","たべもの","food",8,38
405,"車","くるま","car",8,39
406,"所","ところ","car",8,40
407,"寮","りょう","dormitory",8,41
408,"勉強","べんきょう","study",8,42
409,"生活","せいかつ","life",8,43
410,"[お] 仕事","(お)しごと [をします]","work, business (do one’s job, work)",8,44
411,,"どう","how",8,45
412,,"どんな","what kind of…",8,46
413,,"どれ","which one (of three or more)",8,47
414,,"とても","very",8,48
415,,"あまり～ません(くない)","not so (used with negatives)",8,49
416,,"そして","and (used to connect sentence)",8,50
417,,"～が、","but",8,51
418,"お元気ですか。","おげんきですか","How are you?",8,52
419,,"そうですね","Well, let me see. (pausing)",8,53
420,,"ふじさん","Mt. Fuji, the highest mountain in Japan.",8,54
421,,"びわこ","Lake Biwa, the biggest lake in Japan",8,55
422,,"シャンハイ","Shanghai",8,56
423,,"しちにんのさむらい","“The Seven Samurai”, a classic movie by Akira Kurosawa.",8,57
424,,"きんかくじ","Kinkakuji Temple (the Golden Pavilion)",8,58
425,"日本の生活に慣れましたか。","にほんのせいかつになれましたか","Have you got used to life in Japan?",8,59
426,,"もう いっぱいいかがですか","Won’t you have another cup of [∼]?",8,60
427,,"いいえ、けっこうです","No, thank you.",8,61
428,,"そろそろ、しつれいします","It’s almost time to leave now.",8,62
429,,"また いらっしゃってください","Please come again.",8,63
430,"分かります","わかります","understand",9,1
431,"嫌いな","きらいな","dislike",9,2
432,"好きな","すきな","like",9,3
433,,"あります","have",9,4
434,"上手な","じょうずな","good at",9,5
435,"下手な","へたな","poor at",9,6
436,"料理","りょうり","dish (cooked food), cooking",9,7
437,"飲み物","のみもの","drinks",9,8
438,,"スポーツ","sport (∼を します: play sports)",9,9
439,"野球","やきゅう","baseball (∼を します: play baseball)",9,10
440,,"ダンス","dance (∼を します: dance)",9,11
441,"音楽","おんがく","music",9,12
442,"歌","うた","song",9,13
443,,"クラシック","classic music",9,14
444,,"ジャズ","jazz",9,15
445,,"コンサート","concert",9,16
446,,"カラオケ","karaoke",9,17
447,"歌舞伎","かぶき","Kabuki (traditional Japanese musical drama)",9,18
448,"絵","え","picture, drawing",9,19
449,"字","じ","letter, characters",9,20
450,"漢字","かんじ","Chinese characters",9,21
451,,"ひらがな","Hiragana characters",9,22
452,,"かたかな","Katakana characters",9,23
453,"ローマ字","ローマじ","the Roman alphabet",9,24
454,"細かいお金","こまかいおかね","small change",9,25
455,,"チケット","ticket",9,26
456,"時間","じかん","time",9,27
457,"用事","ようじ","something to do, errand",9,28
458,"約束","やくそく","appointment, promise",9,29
459,"ご主人","ごしゅじん","(someone else’s) husband",9,30
460,"夫/ 主人","おっと / しゅじん","(my) husband",9,31
461,"奥さん","おくさん","(someone else’s) wife",9,32
462,"妻/ 家内","つま / かない","(my) wife",9,33
463,"子供","こども","child",9,34
464,,"よく (わかります）","well, much",9,35
465,,"だいがく","university",9,36
466,"大学","たくさん","many, much",9,37
467,"少し","すこし","a little, a few",9,38
468,"全然～ない","ぜんぜん～ない","not at all (used with negatives)",9,39
469,,"だいたい","mostly, roughly",9,40
470,"早く、速く","はやく","early, quickly, fast",9,41
471,,"～から","because ～",9,42
472,,"どうして","why",9,43
473,,"ざんねんです[ね]。","I’m sorry [to hear that]./That’s a pity.",9,44
474,,"もしもし","hello (used on the phone)",9,45
475,"一緒に～いかがですか。","いっしょに～いかがですか。","Won’t you join me (us)?",9,46
476,,"(～は) ちょっと…..","[～] is a bit difficult. (a euphemism used when declining an invitation)",9,47
477,,"だめですか。","So you cannot (come)?",9,48
478,"また今度お願いします。","またこんどおねがいします","Please ask me again some other time. (used when refusing an invitation indirectly, considering someone’s feelings)",9,49
479,,"います","exist, be ( referring to animate things )",10,1
480,,"あります","exist, be ( referring to inanimate things )",10,2
481,,"いろいろ「な」","various",10,3
482,"男の人","おとこのひと","Man",10,4
483,"女の人","おんなのひと","Woman",10,5
484,"男の子","おとこのこ","Boy",10,6
485,"女の子","おんなのこ","Girl",10,7
486,"犬","いぬ","Dog",10,8
487,"猫","ねこ"," Cat",10,9
488,"木","き","Tree",10,10
489,"物","もの","Thing",10,11
490,,"フイルム","Film",10,12
491,"電池","でんち","Battery",10,13
492,"箱","はこ","Box",10,14
493,,"スイッチ","Switch",10,15
494,"冷蔵庫","れいぞうこ","Refrigerator",10,16
495,,"テーブル","Table",10,17
496,,"ベッド","Bed",10,18
497,"棚","たな","Shelf",10,19
498,,"ドア","Door",10,20
499,"窓","まど","Window",10,21
500,,"ポスト","Mailbox, postbox",10,22
501,,"ビル","Building",10,23
502,"公園","こうえん","Park",10,24
503,"喫茶店","きっさてん","Coffee shop",10,25
504,"本屋","ほんや","Bookstore",10,26
505," ～屋","～や","~Store",10,27
506,"乗り場","のりば","A Fixed place to catch taxis, trains.etc",10,28
507,"県","けん","Prefecture",10,29
508,"上","うえ","On, above, over",10,30
509,"下","した","Under, Below, Beneath",10,31
510,"前","まえ","Front, Before",10,32
511,,"うしろ","Back, behind",10,33
512,"右","みぎ","Right[ side ]",10,34
513,"左","ひだり","Left [ side ]",10,35
514,"中","なか","In, inside",10,36
515,"外","そと","Outside",10,37
516,"隣","となり","Next, next door",10,38
517,"近く","ちかく","Near, vicinity",10,39
518,"間","あいだ","Between, among",10,40
519,,"～や～「など」","~,~ and so on",10,41
520,,"いちばん～","the most ~ ( いちばん うえ: the top )",10,42
521,"ー段目","ーだんめ","The -th shelf (だん is the counter for shelves)",10,43
522,,"「どうも」すみません。","Thank you",10,44
523,,"チリソース","Chilli sauce",10,45
524,,"奥","The back",10,46
525,,"スパイス コーナー","Spice corner",10,47
526,,"東京ディズニーランド","Tokyo Disneyland",10,48
527,,"ユニューや ストア","Fictitious supermarket",10,49
528,"休みます","やすみます","Take a day off",11,1
529,"かかります","かかります","Take ( referring to time or money)",11,2
530,"日本にいます","[にほんにいます]","Stay, be ( in Japan)",11,3
531," います","います","Have",11,4
532,"一つ","ひとつ","One ( Used when counting things)",11,5
533,"二つ","ふたつ","two",11,6
534,"三つ","みっつ","three",11,7
535,"四つ","よっつ","four",11,8
536,"五つ","いつつ","five",11,9
537,"六つ","むっつ","six",11,10
538,"七つ","ななつ","seven",11,11
539,"八つ","やっつ","eight",11,12
540,"九つ","ここのつ","nine",11,13
541,"とお","とお","ten",11,14
542,"いくつ","いくつ","How many",11,15
543,"一人","ひとり","One person",11,16
544,"二人","ふたり","two person",11,17
545,"～人","～にん","～people",11,18
546,"～だい","～だい","～Counter for machines , cars, etc.)",11,19
547,"～まい","～まい","～Counters for paper, stamps, etc.)",11,20
548,"～かい","～かい","～Times",11,21
549,"りんご","りんご","Apple",11,22
550,"みかん","みかん","Mandarin Orange",11,23
551,,"サンドイッチ","sandwich",11,24
552,,"カレー(ライス)","Curry ( and rice )",11,25
553,,"アイスクリーム","Ice cream",11,26
554,"切手","きって","Postage Stamp",11,27
555,"葉書","はがき","Post card",11,28
556,"封筒","ふうとう","Envelope",11,29
557,"速達","そくたつ","Special delivery",11,30
558,"書留","かきとめ","Registered mail",11,31
559,,"エアメール","Airmail",11,32
560,"船便","ふなびん","Sea mail",11,33
561,"両親","りょうしん","Parents",11,34
562,"兄弟","きょうだい","Brothers and sisters",11,35
563,"兄","あに","(my) elder brother",11,36
564,"お兄さん","おにいさん","(someone else’s) elder brother",11,37
565,"姉","あね","(my) elder sister",11,38
566,"お姉さん","おねえさん","(someone else’s) elder sister",11,39
567,"弟","おとうと","(my) younger brother",11,40
568,"弟さん","おとうとさん","(someone else’s) younger brother",11,41
569,"妹","いもうと","(my) younger sister",11,42
570,"妹さん","いもうとさん","(someone else’s) younger sister",11,43
571,"外国","がいこく","Foreign country",11,44
572,"<～時間","～じかん","～Hours",11,45
573,"<～週間>","～しゅうかん","～Weeks",11,46
574,"<～ヶ月>","～かげつ","～Months",11,47
575,"<～年>","～ねん","～Years",11,48
576,,"～ぐらい","About～",11,49
577,,"どのくらい","How long",11,50
578,"全部で","ぜんぶで","In total",11,51
579,"みんな","みんな","All, everything",11,52
580,,"～だけ","～Only",11,53
581,,"いらっしゃいませ","Welcome/ May I help you?( A greeting to a customer or a guest entering a shop, etc)",11,54
582,"いいお天気ですね","いい (お)てんきですね","Nice weather, isn’t it?",11,55
583,"お出かけですか","おでかけですか","Are you going out?",11,56
584,,"ちょっと ～まで","I’m just going to~",11,57
585,,"いってらっしゃい","So long. ( Go and come back)",11,58
586,,"いって いらっしゃい","So long. ( I’m going and coming back)",11,59
587,,"いって まいります","So long. ( I’m going and coming back)",11,60
588,,"いってきます","I’m going",11,61
589,,"それから","And, further more",11,62
590,,"オーストラリア","Australia",11,63
591,"簡単","かんたん","Simple",12,1
592,"近い","ちかい","Near",12,2
593,"遠い","とおい","Far",12,3
594,"早い","はやい","Quick, early",12,4
595,"遅い","おそい","Slow, late",12,5
596,"多い","おおい","Many( people)",12,6
597,"少ない","すくない","Few ( people)",12,7
598,"暖かい","あたたかい","Warm",12,8
599,"涼しい","すずしい","Cool",12,9
600,"甘い","あまい","Sweet",12,10
601,"辛い","からい","Spicy",12,11
602,"重い","おもい","Heavy",12,12
603,"軽い","かるい","Light",12,13
604,,"いい","Prefer",12,14
605,"季節","きせつ","Season",12,15
606,"春","はる","Spring",12,16
607,"夏","なつ","Summer",12,17
608,"秋","あき","Autumn",12,18
609,"冬","ふゆ","Winter",12,19
610,"天気","てんき","Weather",12,20
611,"雨","あめ","Rain",12,21
612,"雪","ゆき","Snow",12,22
613,"曇","くもり","Cloudy",12,23
614,,"ホテル","Hotel",12,24
615,"空港","くうこう","Airport",12,25
616,"海","うみ","Sea",12,26
617,"世界","せかい","World",12,27
618,,"パーテイー","Party",12,28
619,"祭り","まつり","Festival",12,29
620,"試験","しけん","Examination",12,30
621,,"すきやき","Sukiyaki",12,31
622,,"さしみ","Sashimi",12,32
623,,"すし","sushi",12,33
624,"天ぷら","てんぷら","Tempura",12,34
625,"生け花","いけばな","Flower arrangement",12,35
626,,"もみじ","Red leaves",12,36
627,,"どちら","Which one ( between two things)",12,37
