27,"言う","いう","say, tell","Verb","2","上司が「一杯、飲もう」と言った。","じょうし が 「いっぱい のもう」 と いった。","My boss said: ""Let's have a drink.""","彼はまた電話すると言いました。","かれ は また でんわ する と いいました。","He said he'd call again.","C1K-P01-079.mp3","C1K-P01-080.mp3","C1K-P01-081.mp3"
28,"少ない","すくない","few, little","Adjective","2","今年は雨が少ないです。","ことし は あめ が すくない です。","There's not much rain this year.","この町には外人が少ない。","この まち に は がいじん が すくない。","There are few foreigners in this town.","C1K-P01-082.mp3","C1K-P01-083.mp3","C1K-P01-084.mp3"
29,"高い","たかい","high, tall","Adjective","2","これがこの町で一番高いビルです。","これ が この まち で いちばん たかい ビル です。","This is the tallest building in this town.","彼はクラスで一番背が高い。","かれ は クラス で いちばん せ が たかい。","He's the tallest in class.","C1K-P01-085.mp3","C1K-P01-086.mp3","C1K-P01-087.mp3"
30,"子供","こども","child","Noun","2","電車で子供が騒いでいた。","でんしゃ で こども が さわいで いた。","Children were making a lot of noise in the train.","子供はカレーライスが好きです。","こども は カレーライス が すき です。","Kids like curry and rice.","C1K-P01-088.mp3","C1K-P01-089.mp3","C1K-P01-090.mp3"
31,"そう","そう","so, that way","Adverb","2","私もそう思います。","わたし も そう おもいます。","That's what I think too.","彼女はそう言いました。","かのじょ は そう いいました。","She said so.","C1K-P01-091.mp3","C1K-P01-092.mp3","C1K-P01-093.mp3"
32,"もう","もう","already, yet","Adverb","2","彼はもう帰りました。","かれ は もう かえりました。","He's already gone home.","もうお金が無くなりました。","もう おかね が なくなりました。","I've run out of money already.","C1K-P01-094.mp3","C1K-P01-095.mp3","C1K-P01-096.mp3"
33,"学生","がくせい","student","Noun","2","彼は真面目な学生です。","かれ は まじめな がくせい です。","He's a serious student.","僕は学生です。","ぼく は がくせい です。","I'm a student.","C1K-P01-097.mp3","C1K-P01-098.mp3","C1K-P01-099.mp3"
34,"熱い","あつい","hot (to touch)","Adjective","2","このスープはとても熱い。","この スープ は とても あつい。","This soup is very hot.","私のお祖母ちゃんは熱いお茶が好きです。","わたし の おばあちゃん は あつい おちゃ が すき です 。","My grandmother likes hot tea.","C1K-P01-100.mp3","C1K-P01-101.mp3","C1K-P01-102.mp3"
35,"どうぞ","どうぞ","please","Adverb","2","こちらへどうぞ。","こちら へ どうぞ。","This way please.","次の方、どうぞ。","つぎ の かた、どうぞ。","Next please.","C1K-P01-103.mp3","C1K-P01-104.mp3","C1K-P01-105.mp3"
36,"午後","ごご","afternoon, p.m.","Noun","2","明日の午後、お客様が来る。","あす の ごご おきゃくさま が くる。","A guest is coming to visit tomorrow afternoon.","午後8時に大阪に着きます。","ごご 8 じ に おおさか に つきます。","I will arrive in Osaka at 8:00 pm.","C1K-P01-106.mp3","C1K-P01-107.mp3","C1K-P01-108.mp3"
37,"長い","ながい","long","Adjective","2","彼女の髪はとても長い。","かのじょ の かみ は とても ながい。","Her hair is very long.","夏は日が長い。","なつ は ひ が ながい。","Days are longer in summer.","C1K-P01-109.mp3","C1K-P01-110.mp3","C1K-P01-111.mp3"
38,"本","ほん","book","Noun","2","本を1冊買いました。","ほん を 1 さつ かいました。","I bought one book.","この本はすごく面白かった。","この ほん は すごく おもしろかった。","This book was very interesting.","C1K-P01-112.mp3","C1K-P01-113.mp3","C1K-P01-114.mp3"
39,"今年","ことし","this year (colloquial)","Noun","2","今年はイタリアに旅行したい。","ことし は イタリア に りょこう したい。","I want to travel to Italy this year.","今年は雨が少ないです。","ことし は あめ が すくない です。","There's not much rain this year.","C1K-P01-115.mp3","C1K-P01-116.mp3","C1K-P01-117.mp3"
40,"よく","よく","often, well","Adverb","2","彼女はよく旅行に行きます。","かのじょ は よく りょこう に いきます。","She often goes on holiday.","彼はよく映画を見ます。","かれ は よく えいが を みます。","He often watches movies.","C1K-P01-118.mp3","C1K-P01-119.mp3","C1K-P01-120.mp3"
41,"彼女","かのじょ","she, girlfriend","Pronoun","2","彼女はOLです。","かのじょ は オーエル です。","She's an office worker.","彼女はいつも元気だ。","かのじょ は いつも げんき だ。","She's always full of energy.","C1K-P01-121.mp3","C1K-P01-122.mp3","C1K-P01-123.mp3"
42,"どう","どう","how, what","Interrogative","2","あなたはどう思いますか。","あなた は どう おもいます か。","What do you think?","私はどうしたらいいですか。","わたし は どう したら いい です か。","What should I do?","C1K-P01-124.mp3","C1K-P01-125.mp3","C1K-P01-126.mp3"
43,"言葉","ことば","word, language","Noun","2","この言葉の意味が分かりません。","この ことば の いみ が わかりません。","I don't understand the meaning of this word.","言葉に気を付けてください。","ことば に き を つけて ください。","Watch your mouth.","C1K-P01-127.mp3","C1K-P01-128.mp3","C1K-P01-129.mp3"
44,"顔","かお","face","Noun","2","彼はタオルで顔を拭きました。","かれ は タオル で かお を ふきました。","He wiped his face with a towel.","早く顔を洗いなさい。","はやく かお を あらいなさい。","Hurry up and wash your face.","C1K-P01-130.mp3","C1K-P01-131.mp3","C1K-P01-132.mp3"
45,"終わる","おわる","finish, end","Verb","2","会議は4時に終わります。","かいぎ は 4 じ に おわります。","The conference ends at four o'clock.","やっと仕事が終わりました。","やっと しごと が おわりました。","Finally, I finished my work.","C1K-P01-133.mp3","C1K-P01-134.mp3","C1K-P01-135.mp3"
46,"一つ","ひとつ","one (thing)","Noun","2","それを一つください。","それ を ひとつ ください。","Please give me one of those.","問題が一つあります。","もんだい が ひとつ あります。","There's one problem.","C1K-P01-136.mp3","C1K-P01-137.mp3","C1K-P01-138.mp3"
47,"あげる","あげる","give, offer (colloquial)","Verb","2","この本、あなたにあげます。","この ほん、あなた に あげます。","I'll give you this book.","赤ちゃんにミルクをあげた。","あかちゃん に ミルク を あげた。","I gave the baby some milk.","C1K-P01-139.mp3","C1K-P01-140.mp3","C1K-P01-141.mp3"
48,"こう","こう","like this, such","Adverb","2","こう小さい字は読めない。","こう ちいさい じ は よめない。","I can't read such small letters.","母はいつも私に「こうしなさい。」と言います。","はは は いつも わたし に 「こう しなさい。」 と いいます。","My mother always tells to do things ""this (her) way.""","C1K-P01-142.mp3","C1K-P01-143.mp3","C1K-P01-144.mp3"
49,"学校","がっこう","school","Noun","2","学校は8時半に始まります。","がっこう は 8 じ はん に はじまります。","School starts at 8:30.","この学校は1クラス30人です。","この がっこう は 1 クラス 30 にん です。","This school has 30 people in each class.","C1K-P01-145.mp3","C1K-P01-146.mp3","C1K-P01-147.mp3"
50,"くれる","くれる","be given","Verb","2","友達が誕生日プレゼントをくれた。","ともだち が たんじょうび プレゼント を くれた。","My friend gave me a birthday present.","父が本をくれました。","ちち が ほん を くれました。","My father gave me a book.","C1K-P01-148.mp3","C1K-P01-149.mp3","C1K-P01-150.mp3"
51,"始める","はじめる","start (something)","Verb","2","テストを始めてください。","テスト を はじめて ください。","Please start the test.","そろそろ始めましょうか。","そろそろ はじめましょう か。","Shall we start?","C1K-P01-151.mp3","C1K-P01-152.mp3","C1K-P01-153.mp3"
52,"起きる","おきる","get up, get out of bed","Verb","2","私は毎朝6時に起きます。","わたし は まいあさ 6 じ に おきます。","I get up at six o'clock every morning.","今日は7時に起きました。","きょう は 7 じ に おきました。","I got up at seven today.","C1K-P01-154.mp3","C1K-P01-155.mp3","C1K-P01-156.mp3"
53,"春","はる","spring","Noun","2","今年の春は暖かいね。","ことし の はる は あたたかい ね。","It's warm this spring, don't you think?","私の一番好きな季節は春です。","わたし の いちばん すきな きせつ は はる です。","My favorite season is spring.","C1K-P01-157.mp3","C1K-P01-158.mp3","C1K-P01-159.mp3"
54,"午前","ごぜん","morning, a.m.","Noun","2","午前9時のニュースです。","ごぜん 9 じ の ニュース です。","Now for the 9.00 a.m. news.","ロンドンには午前10時に着きます。","ロンドン に は ごぜん 10 じ に つきます。","We're going to arrive in London at 10:00 a.m.","C1K-P01-160.mp3","C1K-P01-161.mp3","C1K-P01-162.mp3"
55,"別","べつ","another, different","Adjectival Noun","2","別の本も見せてください。","べつ の ほん も みせて ください。","Please show me another book.","このTシャツの別の色はありますか。","この ティーシャツ の べつ の いろ は あります か。","Do you have this T-shirt in another color?","C1K-P01-163.mp3","C1K-P01-164.mp3","C1K-P01-165.mp3"
56,"どこ","どこ","where","Interrogative","2","あの本をどこに置きましたか。","あの ほん を どこ に おきました か。","Where did you put that book?","郵便局はどこですか。","ゆうびんきょく は どこ です か。","Where's the post office?","C1K-P01-166.mp3","C1K-P01-167.mp3","C1K-P01-168.mp3"
57,"部屋","へや","room","Noun","2","私の部屋は2階にあります。","わたし の へや は 2 かい に あります。","My room is on the second floor.","そっちが私の部屋です。","そっち が わたし の へや です。","That's my room over there.","C1K-P01-169.mp3","C1K-P01-170.mp3","C1K-P01-171.mp3"
58,"若い","わかい","young","Adjective","2","彼はまだ若いです。","かれ は まだ わかい です。","He's still young.","その店は若い客が多いです。","その みせ は わかい きゃく が おおい です。","That shop has a lot of young customers.","C1K-P01-172.mp3","C1K-P01-173.mp3","C1K-P01-174.mp3"
59,"車","くるま","car, automobile","Noun","2","弟が車を買った。","おとうと が くるま を かった。","My younger brother bought a car.","車を止めて。","くるま を とめて。","Stop the car.","C1K-P01-175.mp3","C1K-P01-176.mp3","C1K-P01-177.mp3"
60,"置く","おく","put, place","Verb","2","彼はかばんをいすの上に置きました。","かれ は かばん を いす の うえ に おきました。","He put the bag on the chair.","あの本をどこに置きましたか。","あの ほん を どこ に おきました か。","Where did you put that book?","C1K-P01-178.mp3","C1K-P01-179.mp3","C1K-P01-180.mp3"
61,"住む","すむ","live, reside","Verb","2","彼は会社の近くに住んでいる。","かれ は かいしゃ の ちかく に すんで いる。","He lives near his office.","彼はアパートに住んでいます。","かれ は アパート に すんで います。","He lives in an apartment.","C1K-P01-181.mp3","C1K-P01-182.mp3","C1K-P01-183.mp3"
62,"働く","はたらく","work","Verb","2","姉は銀行で働いています。","あね は ぎんこう で はたらいて います。","My big sister works at a bank.","彼女はパートで働いています。","かのじょ は パート で はたらいて います。","She is working part time.","C1K-P01-184.mp3","C1K-P01-185.mp3","C1K-P01-186.mp3"
63,"難しい","むずかしい","difficult","Adjective","2","この本は難しいですね。","この ほん は むずかしい です ね。","This book is difficult.","外国語を習うのは難しい。","がいこく ご を ならう の は むずかしい 。","Learning foreign languages is hard.","C1K-P01-187.mp3","C1K-P01-188.mp3","C1K-P01-189.mp3"
64,"先生","せんせい","teacher (colloquial)","Noun","2","私は日本語の先生になりたいです。","わたし は にほん ご の せんせい に なりたい です。","I want to become a Japanese teacher.","彼の父親は先生です。","かれ の ちちおや は せんせい です。","His father is a teacher.","C1K-P01-190.mp3","C1K-P01-191.mp3","C1K-P01-192.mp3"
65,"立つ","たつ","stand, rise","Verb","2","彼はステージに立った。","かれ は ステージ に たった。","He stood on stage.","道の真ん中に人が立っている。","みち の まんなか に ひと が たって いる。","Someone is standing in the middle of the road.","C1K-P01-193.mp3","C1K-P01-194.mp3","C1K-P01-195.mp3"
66,"呼ぶ","よぶ","call, name","Verb","2","ウェイターを呼びましょう。","ウェイター を よびましょう。","Let's call the waiter.","タクシーを呼んでください。","タクシー を よんで ください。","Please call a taxi.","C1K-P01-196.mp3","C1K-P01-197.mp3","C1K-P01-198.mp3"
67,"大学","だいがく","university, college","Noun","2","大学に行ってもっと勉強したいです。","だいがく に いって もっと べんきょう したい です。","I want to go to college and study more.","うちの息子は大学1年生です。","うち の むすこ は だいがく 1 ねんせい です。","My son's a college freshman.","C1K-P01-199.mp3","C1K-P01-200.mp3","C1K-P01-201.mp3"
68,"安い","やすい","cheap, inexpensive","Adjective","2","この服はとても安かった。","この ふく は とても やすかった。","These clothes were very cheap.","あの店は魚が安いです。","あの みせ は さかな が やすい です。","The fish at that store is cheap.","C1K-P01-202.mp3","C1K-P01-203.mp3","C1K-P01-204.mp3"
69,"もっと","もっと","more","Adverb","2","もっと近くに来てください。","もっと ちかく に きて ください。","Please come closer.","もっとゆっくり話してください。","もっと ゆっくり はなして ください。","Please speak more slowly.","C1K-P01-205.mp3","C1K-P01-206.mp3","C1K-P01-207.mp3"
70,"帰る","かえる","go back home","Verb","2","家に帰ろう。","うち に かえろう。","Let's go home.","彼はもう帰りました。","かれ は もう かえりました。","He's already gone home.","C1K-P01-208.mp3","C1K-P01-209.mp3","C1K-P01-210.mp3"
71,"分かる","わかる","understand","Verb","2","質問の意味は分かりましたか。","しつもん の いみ は わかりました か。","Did you understand the meaning of the question?","その子は日本語が分からない。","その こ は にほん ご が わからない。","That kid doesn't understand Japanese.","C1K-P01-211.mp3","C1K-P01-212.mp3","C1K-P01-213.mp3"
72,"広い","ひろい","wide, big","Adjective","2","彼の家はとても広い。","かれ の いえ は とても ひろい。","His house is very big.","海は広くて大きい。","うみ は ひろくて おおきい。","The sea is vast and wide.","C1K-P01-214.mp3","C1K-P01-215.mp3","C1K-P01-216.mp3"
73,"数","かず","number","Noun","2","グラスの数が足りません。","グラス の かず が たりません。","We don't have enough number of glasses.","いすの数を数えてください。","いす の かず を かぞえて ください。","Please count the number of chairs.","C1K-P01-217.mp3","C1K-P01-218.mp3","C1K-P01-219.mp3"
74,"近い","ちかい","near, close","Adjective","2","駅はここから近いです。","えき は ここ から ちかい です。","The station is near here.","そのホテルは空港から近いですか。","その ホテル は くうこう から ちかい です か。","Is the hotel close to the airport?","C1K-P01-220.mp3","C1K-P01-221.mp3","C1K-P01-222.mp3"
75,"そこ","そこ","there","Pronoun","2","そこに座ってください。","そこ に すわって ください。","Please sit there.","そこを左に曲がってください。","そこ を ひだり に まがって ください。","Please turn left there.","C1K-P01-223.mp3","C1K-P01-224.mp3","C1K-P01-225.mp3"
76,"走る","はしる","run","Verb","2","彼は毎晩3キロ走っています。","かれ は まいばん 3 キロ はしって います。","Every night he runs three kilometers.","彼は走るのが速い。","かれ は はしる の が はやい。","He runs fast.","C1K-P01-226.mp3","C1K-P01-227.mp3","C1K-P01-228.mp3"
77,"入れる","いれる","put in","Verb","2","彼はかばんに手帳を入れた。","かれ は かばん に てちょう を いれた。","He put the notebook in his bag.","コーヒーに砂糖は入れますか。","コーヒー に さとう は いれます か。","Do you want sugar in your coffee?","C1K-P01-229.mp3","C1K-P01-230.mp3","C1K-P01-231.mp3"
78,"教える","おしえる","teach, tell","Verb","2","彼は数学を教えています。","かれ は すうがく を おしえて います。","He teaches mathematics.","あなたの名前を教えてください。","あなた の なまえ を おしえて ください。","Please tell me your name.","C1K-P01-232.mp3","C1K-P01-233.mp3","C1K-P01-234.mp3"
79,"歩く","あるく","walk, go on foot","Verb","2","駅まで歩きましょう。","えき まで あるきましょう。","Let's walk to the station.","私は森を歩くのが好きです。","わたし は もり を あるく の が すき です。","I like to walk in the forest.","C1K-P01-235.mp3","C1K-P01-236.mp3","C1K-P01-237.mp3"
80,"会う","あう","meet","Verb","2","また会いましょう。","また あいましょう。","Let's meet again.","昨日おじさんに会いました。","きのう おじさん に あいました。","I met my uncle yesterday.","C1K-P01-238.mp3","C1K-P01-239.mp3","C1K-P01-240.mp3"
81,"書く","かく","write","Verb","2","彼に手紙を書きました。","かれ に てがみ を かきました。","I wrote him a letter.","お名前をカタカナで書いてください。","おなまえ を カタカナ で かいて ください。","Please write your name in katakana.","C1K-P01-241.mp3","C1K-P01-242.mp3","C1K-P01-243.mp3"
82,"頭","あたま","head","Noun","2","今朝から頭が痛い。","けさ から あたま が いたい。","I've had a headache since this morning.","彼はすごく頭がいいです。","かれ は すごく あたま が いい です。","He is very smart.","C1K-P01-244.mp3","C1K-P01-245.mp3","C1K-P01-246.mp3"
83,"売る","うる","sell","Verb","2","彼は家を売った。","かれ は いえ を うった。","He sold the house.","私は、古い本を売りました。","わたし は、ふるい ほん を うりました。","I sold old books.","C1K-P01-247.mp3","C1K-P01-248.mp3","C1K-P01-249.mp3"
84,"大好き","だいすき","like (something) a lot","Adjectival Noun","2","私は犬が大好きだ。","わたし は いぬ が だいすき だ。","I like dogs a lot.","私は夏が大好き。","わたし は なつ が だいすき。","I just love summer.","C1K-P01-250.mp3","C1K-P01-251.mp3","C1K-P01-252.mp3"
85,"体","からだ","body, physique, physical condition","Noun","2","私は体が丈夫だ。","わたし は からだ が じょうぶ だ。","I'm physically strong.","タバコは体に悪い。","タバコ は からだ に わるい。","Cigarettes are bad for your health.","C1K-P01-253.mp3","C1K-P01-254.mp3","C1K-P01-255.mp3"
86,"直ぐ","すぐ","at once, soon","Adverb","2","直ぐ行きます。","すぐ いきます。","I'll go right away.","直ぐ来てください。","すぐ きて ください。","Please come at once.","C1K-P01-256.mp3","C1K-P01-257.mp3","C1K-P01-258.mp3"
87,"飛ぶ","とぶ","fly","Verb","2","鳥が飛んでいます。","とり が とんで います。","There's a bird flying.","飛行機が山の向こうへ飛んでいきました。","ひこうき が やま の むこう へ とんで いきました。","An airplane flew beyond the mountain.","C1K-P01-259.mp3","C1K-P01-260.mp3","C1K-P01-261.mp3"
88,"とても","とても","very (colloquial)","Adverb","2","この本はとてもおもしろい。","この ほん は とても おもしろい。","This book is very interesting.","このスープはとても熱い。","この スープ は とても あつい。","This soup is very hot.","C1K-P01-262.mp3","C1K-P01-263.mp3","C1K-P01-264.mp3"
89,"誰","だれ","who","Interrogative","2","誰と会ってみたいですか。","だれ と あって みたい です か。","Who would you like to meet?","誰もその話を知らない。","だれ も その はなし を しらない。","No one knows that story.","C1K-P01-265.mp3","C1K-P01-266.mp3","C1K-P01-267.mp3"
90,"好き","すき","favorite, liked","Adjectival Noun","2","私はワインが好きです。","わたし は ワイン が すき です。","I like wine.","子供はカレーライスが好きです。","こども は カレーライス が すき です。","Kids like curry and rice.","C1K-P01-268.mp3","C1K-P01-269.mp3","C1K-P01-270.mp3"
91,"読む","よむ","read","Verb","2","彼女は雑誌を読んでいます。","かのじょ は ざっし を よんで います。","She's reading a magazine.","テキストを読んでください。","テキスト を よんで ください。","Please read the textbook.","C1K-P01-271.mp3","C1K-P01-272.mp3","C1K-P01-273.mp3"
92,"次","つぎ","next","Noun","2","次はいつ会いましょうか。","つぎ は いつ あいましょう か。","When shall we meet again?","次の駅で降ります。","つぎ の えき で おります。","I get off at the next station.","C1K-P01-274.mp3","C1K-P01-275.mp3","C1K-P01-276.mp3"
93,"あなた","あなた","you","Pronoun","2","これはあなたの鞄ですか。","これ は あなた の かばん です か。","Is this your bag?","あなたの名前を教えてください。","あなた の なまえ を おしえて ください。","Please tell me your name.","C1K-P01-277.mp3","C1K-P01-278.mp3","C1K-P01-279.mp3"
94,"飲む","のむ","drink","Verb","2","友達とお酒を飲んでいます。","ともだち と おさけ を のんで います。","I'm drinking sake with my friend.","ワインを少し飲みました。","ワイン を すこし のみました。","I drank a little wine.","C1K-P01-280.mp3","C1K-P01-281.mp3","C1K-P01-282.mp3"
95,"古い","ふるい","old","Adjective","2","私は古い車が好きです。","わたし は ふるい くるま が すき です。","I like old cars.","あそこに古いお寺があります。","あそこ に ふるい おてら が あります。","There's an old temple there.","C1K-P01-283.mp3","C1K-P01-284.mp3","C1K-P01-285.mp3"
96,"質問","しつもん","question","Verbal Noun","2","質問のある方はどうぞ。","しつもん の ある かた は どうぞ。","Please feel free to ask any questions.","質問は何ですか。","しつもん は なん です か。","What's your question?","C1K-P01-286.mp3","C1K-P01-287.mp3","C1K-P01-288.mp3"
97,"今日","きょう","today (colloquial)","Noun","2","今日は仕事がありません。","きょう は しごと が ありません。","I don't have work today.","今日は風が強いです。","きょう は かぜ が つよい です。","The wind is strong today.","C1K-P01-289.mp3","C1K-P01-290.mp3","C1K-P01-291.mp3"
98,"友達","ともだち","friend, companion (colloquial)","Noun","2","私には友達がたくさんいます。","わたし に は ともだち が たくさん います。","I have a lot of friends.","友達とキャンプに行った。","ともだち と キャンプ に いった。","I went camping with my friend.","C1K-P01-292.mp3","C1K-P01-293.mp3","C1K-P01-294.mp3"
99,"早い","はやい","early","Adjective","2","まだ学校へ行くには早い時間です。","まだ がっこう へ いく に は はやい じかん です。","It's still too early to go to school.","朝早い電車で行きましょう。","あさ はやい でんしゃ で いきましょう。","Let's take an early-morning train.","C1K-P01-295.mp3","C1K-P01-296.mp3","C1K-P01-297.mp3"
100,"どれ","どれ","what, which","Interrogative","2","この中でどれが好きですか。","この なか で どれ が すき です か。","Which of these do you like?","ソースはどれですか。","ソース は どれ です か。","Which one is the sauce?","C1K-P01-298.mp3","C1K-P01-299.mp3","C1K-P01-300.mp3"
101,"美しい","うつくしい","beautiful","Adjective","2","この絵は美しいです。","この え は うつくしい です。","This picture is beautiful.","今夜は星がとても美しい。","こんや は ほし が とても うつくしい。","The stars are very beautiful tonight.","C1K-P02-001.mp3","C1K-P02-002.mp3","C1K-P02-003.mp3"
