15,あそこ,あそこ,over there,あそこにパン屋がある,あそこにパン 屋[や]がある,There's a bakery over there.,,FALSE,[sound:JP1K_15_asoko_word.mp3],[sound:JP1K_15_asoko_sentence.mp3],
16,人,人[ひと],person,あそこに人がいる,あそこに 人[ひと]がいる,There's a man over there.,TRUE,TRUE,[sound:JP1K_16_hito_word.mp3],[sound:JP1K_16_hito_sentence.mp3],
17,教室,教室[きょうしつ],classroom,学校の教室で集まる,学校[がっこう]の 教室[きょうしつ]で 集[あつ]まる,We'll meet in a classroom at school.,TRUE,TRUE,[sound:JP1K_17_kyoushitsu_word.mp3],[sound:JP1K_17_kyoushitsu_sentence.mp3],
18,そんな,そんな,"such (actions, ideas), like that, that sort of",私はそんなことをしないよ,私[わたし]はそんなことをしないよ,I'm not gonna do that.,,TRUE,[sound:JP1K_18_sonna_word.mp3],[sound:JP1K_18_sonna_sentence.mp3],
19,鳴る,鳴[な]る,"to sound, to ring",ベルが鳴る,ベルが 鳴[な]る,The bell will ring.,TRUE,FALSE,[sound:JP1K_19_naru1_word.mp3],[sound:JP1K_19_naru1_sentence.mp3],
20,買う,買[か]う,to buy,私は鉛筆を買った,私[わたし]は 鉛筆[えんぴつ]を 買[か]った,I bought a pencil.,TRUE,TRUE,[sound:JP1K_20_kau_word.mp3],[sound:JP1K_20_kau_sentence.mp3],
21,本,本[ほん],book,私は本を1冊買う,私[わたし]は 本[ほん]を 1冊[いっさつ] 買[か]う,I will buy one book.,TRUE,TRUE,[sound:JP1K_21_hon_word.mp3],[sound:JP1K_21_hon_sentence.mp3],
22,有名,有名[ゆうめい],famous,有名な本を読んだ,有名[ゆうめい]な 本[ほん]を 読[よ]んだ,I've read some famous books.,TRUE,TRUE,[sound:JP1K_22_yuumei_word.mp3],[sound:JP1K_22_yuumei_sentence.mp3],
23,読む,読[よ]む,to read,有名な本を読む,有名[ゆうめい]な 本[ほん]を 読[よ]む,I will read a famous book,TRUE,TRUE,[sound:JP1K_23_yomu_word.mp3],[sound:JP1K_23_yomu_sentence.mp3],
24,上がる,上[あ]がる,"to ascend, to go up, to be raised, to lift",私の学校の成績が上がった,私[わたし]の 学校[がっこう]の 成績[せいせき]が 上[あ]がった,I improved my grades at school.,TRUE,TRUE,[sound:JP1K_24_agaru_word.mp3],[sound:JP1K_24_agaru_sentence.mp3],
25,成績,成績[せいせき],grades (school),学校の成績が上がった,学校[がっこう]の 成績[せいせき]が 上[あ]がった,I got my grades up at school.,TRUE,TRUE,[sound:JP1K_25_seiseki_word.mp3],[sound:JP1K_25_seiseki_sentence.mp3],
26,ここ,ここ,here,ここは学校ですよ,ここは 学校[がっこう]ですよ,This is a school.,,TRUE,[sound:JP1K_26_koko_word.mp3],[sound:JP1K_26_koko_sentence.mp3],
27,言う,言[い]う,"to say, speak",私はゆっくり言う,私[わたし]はゆっくり 言[い]う,I speak slowly.,TRUE,TRUE,[sound:JP1K_27_iu_word.mp3],[sound:JP1K_27_iu_sentence.mp3],
28,この,この,this (thing),このケーキは私が作った,このケーキは 私[わたし]が 作[つく]った,I made this cake.,,TRUE,[sound:JP1K_28_kono_word.mp3],[sound:JP1K_28_kono_sentence.mp3],
29,問題,問題[もんだい],"problem, question",この問題は難しい,この 問題[もんだい]は 難[むずか]しい,This problem is difficult.,TRUE,TRUE,[sound:JP1K_29_mondai_word.mp3],[sound:JP1K_29_mondai_sentence.mp3],
30,考える,考[かんが]える,to think (about something),問題について考える,問題[もんだい]について 考[かんが]える,Think about the problem.,TRUE,TRUE,[sound:JP1K_30_kangaeru_word.mp3],[sound:JP1K_30_kangaeru_sentence.mp3],
31,後,後[あと],"later, after",この後、学校に行く,"この 後[あと], 学校[がっこう]に 行[い]く",I'm going to school after this.,TRUE,FALSE,[sound:JP1K_31_ato_word.mp3],[sound:JP1K_31_ato_sentence.mp3],
32,毎日,毎日[まいにち],every day,毎日、日本語を勉強している,毎日[まいにち]、 日本語[にほんご]を 勉強[べんきょう]している,I study Japanese every day.,TRUE,TRUE,[sound:JP1K_32_mainichi_word.mp3],[sound:JP1K_32_mainichi_sentence.mp3],
33,彼,彼[かれ],"he, him",彼は高校生だ,彼[かれ]は 高校生[こうこうせい]だ,He's a high school student.,TRUE,TRUE,[sound:JP1K_33_kare_word.mp3],[sound:JP1K_33_kare_sentence.mp3],
34,来る,来[く]る,to come,彼は後で来る,彼[かれ]は 後[あと]で 来[く]る,He'll be here later.,TRUE,TRUE,[sound:JP1K_34_kuru_word.mp3],[sound:JP1K_34_kuru_sentence.mp3],
35,彼氏,彼氏[かれし],boyfriend,明日、彼氏とデートする,明日[あした]、 彼氏[かれし]とデートする,I will go on a date with my boyfriend tomorrow.,TRUE,TRUE,[sound:JP1K_35_kareshi_word.mp3],[sound:JP1K_35_kareshi_sentence.mp3],
36,電話,電話[でんわ],phone,毎日、彼氏と電話している,毎日[まいにち]、 彼氏[かれし]と 電話[でんわ]している,She calls her boyfriend every day.,TRUE,TRUE,[sound:JP1K_36_denwa_word.mp3],[sound:JP1K_36_denwa_sentence.mp3],
37,集まる,集[あつ]まる,"to gather, to collect, to assemble",生徒が学校の教室に集まる,生徒[せいと]が 学校[がっこう]の 教室[きょうしつ]に 集[あつ]まる,The students gather in the classroom.,TRUE,TRUE,[sound:JP1K_37_atsumaru_word.mp3],[sound:JP1K_37_atsumaru_sentence.mp3],
38,事,事[こと],"thing, matter",そんな事を考えていたら電話が鳴った,そんな 事[こと]を 考[かんが]えていたら 電話[でんわ]が 鳴[な]った,"While I was thinking about it (incident, situation, etc.), the phone rang.",TRUE,TRUE,[sound:JP1K_38_koto_word.mp3],[sound:JP1K_38_koto_sentence.mp3],
39,好き,好[す]き,"liking, fondness, love, being attractive (to)",彼は私の事を好きだと言ってくれた,彼[かれ]は 私[わたし]の 事[こと]を 好[す]きだと 言[い]ってくれた,He said he likes me.,TRUE,TRUE,[sound:JP1K_39_suki_word.mp3],[sound:JP1K_39_suki_sentence.mp3],
40,僕,僕[ぼく],"I, me (male)",ここは僕の好きな場所だよ,ここは 僕[ぼく]の 好[す]きな 場所[ばしょ]だよ,This is my favorite place in the world.,TRUE,TRUE,[sound:JP1K_40_boku_word.mp3],[sound:JP1K_40_boku_sentence.mp3],
41,勉強,勉強[べんきょう],study,僕は勉強するのが好きだ,僕[ぼく]は 勉強[べんきょう]するのが 好[す]きだ,I like to study.,TRUE,TRUE,[sound:JP1K_41_benkyou_word.mp3],[sound:JP1K_41_benkyou_sentence.mp3],
42,英語,英語[えいご],english,私は英語を勉強している,私[わたし]は 英語[えいご]を 勉強[べんきょう]している,I am studying english.,TRUE,TRUE,[sound:JP1K_42_eigo_word.mp3],[sound:JP1K_42_eigo_sentence.mp3],
43,教える,教[おし]える,"to teach, to tell",私の日本の友達に英語を教える,私[わたし]の 日本[にほん]の 友達[ともだち]に 英語[えいご]を 教[おし]える,I teach English to my friends from Japan.,TRUE,TRUE,[sound:JP1K_43_oshieru_word.mp3],[sound:JP1K_43_oshieru_sentence.mp3],
44,分かる,分[わ]かる,"to understand, to comprehend",彼が何を言っているのか、よく分からなかった,彼[かれ]が 何[なに]を 言[い]っているのか、よく 分[わ]からなかった,I couldn't understand what he was saying very well.,TRUE,TRUE,[sound:JP1K_44_wakaru_word.mp3],[sound:JP1K_44_wakaru_sentence.mp3],
45,手,手[て],hand,分かった人は手を上げて,分[わ]かった 人[ひと]は 手[て]を 上[あ]げて,"Whoever understands, raise your hand.",TRUE,TRUE,[sound:JP1K_45_te_word.mp3],[sound:JP1K_45_te_sentence.mp3],
46,上げる,上[あ]げる,to raise,この問題が分かった人は手を上げて,この 問題[もんだい]が 分[わ]かった 人[ひと]は 手[て]を 上[あ]げて,"Whoever understands this problem, raise your hand.",TRUE,FALSE,[sound:JP1K_46_ageru_word.mp3],[sound:JP1K_46_ageru_sentence.mp3],
47,君,君[きみ],you,この本は君にあげる,この 本[ほん]は 君[きみ]にあげる,I will give this book to you.,TRUE,TRUE,[sound:JP1K_47_kimi_word.mp3],[sound:JP1K_47_kimi_sentence.mp3],
48,全然,全然[ぜんぜん],not at all (with neg. verb),私はタイ語が全然わからない,私[わたし]はタイ 語[ご]が 全然[ぜんぜん]わからない,I don't understand the Thai language at all.,TRUE,TRUE,[sound:JP1K_48_zenzen_word.mp3],[sound:JP1K_48_zenzen_sentence.mp3],
49,友達,友達[ともだち],"friend, companion",全然友達に会っていない,全然[ぜんぜん] 友達[ともだち]に 会[あ]っていない,I haven't met up with any of my friends.,TRUE,TRUE,[sound:JP1K_49_tomodachi_word.mp3],[sound:JP1K_49_tomodachi_sentence.mp3],
50,会う,会[あ]う,to meet,スーパーで友達にばったり会った,スーパーで 友達[ともだち]にばったり 会[あ]った,I ran into my friend at the super market by chance.,TRUE,TRUE,[sound:JP1K_50_au1_word.mp3],[sound:JP1K_50_au1_sentence.mp3],
51,生徒,生徒[せいと],"pupil, student",私は生徒に英語を教える,私[わたし]は 生徒[せいと]に 英語[えいご]を 教[おし]える,I teach English to students.,TRUE,TRUE,[sound:JP1K_51_seito_word.mp3],[sound:JP1K_51_seito_sentence.mp3],
52,兄,兄[あに],older brother,兄は大学で勉強している,兄[あに]は 大学[だいがく]で 勉強[べんきょう]している,My older brother studies at the college.,TRUE,TRUE,[sound:JP1K_52_ani_word.mp3],[sound:JP1K_52_ani_sentence.mp3],
53,大学,大学[だいがく],"university, college",私の兄は大学に通っている,私[わたし]の 兄[あに]は 大学[だいがく]に 通[かよ]っている,My older brother commutes to college.,TRUE,TRUE,[sound:JP1K_53_daigaku_word.mp3],[sound:JP1K_53_daigaku_sentence.mp3],
54,部,部[ぶ],"department, club",君は何部に入っているの？,君[きみ]は 何部[なにぶ]に 入[はい]っているの？,What club are you in?,TRUE,FALSE,[sound:JP1K_54_bu_word.mp3],[sound:JP1K_54_bu_sentence.mp3],
55,方,方[ほう],"one side (of an argument, etc.)",アイスクリームの方がケーキより好き,アイスクリームの 方[ほう]がケーキより 好[す]き,I prefer ice cream over cake.,TRUE,FALSE,[sound:JP1K_55_hou_word.mp3],[sound:JP1K_55_hou_sentence.mp3],
56,より,より,than,兄より私の方が力がある,兄[あに]より 私[わたし]の 方[ほう]が 力[ちから]がある,I am more powerful than my older brother.,,FALSE,[sound:JP1K_56_yori_word.mp3],[sound:JP1K_56_yori_sentence.mp3],
57,力,力[ちから],"strength, power",私より兄の方が力がある,私[わたし]より 兄[あに]の 方[ほう]が 力[ちから]がある,My older brother is more powerful than I am.,TRUE,TRUE,[sound:JP1K_57_chikara_word.mp3],[sound:JP1K_57_chikara_sentence.mp3],
58,猫,猫[ねこ],cat,犬の方が猫より好きだ,犬[いぬ]の 方[ほう]が 猫[ねこ]より 好[す]きだ,I like dogs more than cats.,TRUE,TRUE,[sound:JP1K_58_neko_word.mp3],[sound:JP1K_58_neko_sentence.mp3],
59,上,上[うえ],above,テーブルの上に置く,テーブルの 上[うえ]に 置[お]く,I'll put it on the table.,TRUE,FALSE,[sound:JP1K_59_ue_word.mp3],[sound:JP1K_59_ue_sentence.mp3],
60,置く,置[お]く,"to put, to place",僕はコップをテーブルの上に置く,僕[ぼく]はコップをテーブルの 上[うえ]に 置[お]く,I'll put a cup on the table.,TRUE,TRUE,[sound:JP1K_60_oku_word.mp3],[sound:JP1K_60_oku_sentence.mp3],
61,色々,色々[いろいろ],"various, all sorts of",色々あって、彼と会っていない,色々[いろいろ]あって、 彼[かれ]と 会[あ]っていない,I've been through a lot. I haven't seen him in a while.,TRUE,FALSE,[sound:JP1K_61_iroiro_word.mp3],[sound:JP1K_61_iroiro_sentence.mp3],
62,かばん,かばん,bag,新しいかばんを買った,新[あたら]しいかばんを 買[か]った,I bought a new bag.,,FALSE,[sound:JP1K_62_kaban_word.mp3],[sound:JP1K_62_kaban_sentence.mp3],
63,家,家[いえ],house,ここが私の家だ,ここが 私[わたし]の 家[いえ]だ,This is my home.,TRUE,TRUE,[sound:JP1K_63_ie_word.mp3],[sound:JP1K_63_ie_sentence.mp3],
64,美味しい,美味[おい]しい,delicious,このケーキは美味しいね,このケーキは 美味[おい]しいね,This cake is delicious.,TRUE,FALSE,[sound:JP1K_64_oishii_word.mp3],[sound:JP1K_64_oishii_sentence.mp3],
65,遊ぶ,遊[あそ]ぶ,"to play, to hang out",明日、友達と遊ぶ,明日[あした]、 友達[ともだち]と 遊[あそ]ぶ,I'm going to hang out with my friends tomorrow.,TRUE,TRUE,[sound:JP1K_65_asobu_word.mp3],[sound:JP1K_65_asobu_sentence.mp3],
66,明日,明日[あした],tomorrow,明日遊園地に遊びに行く,明日[あした] 遊園地[ゆうえんち]に 遊[あそ]びに 行[い]く,Tomorrow I will go to the amusement park to have fun.,TRUE,TRUE,[sound:JP1K_66_ashita_word.mp3],[sound:JP1K_66_ashita_sentence.mp3],
67,料理,料理[りょうり],"cooking, cuisine",いろいろな料理を作る,いろいろな 料理[りょうり]を 作[つく]る,I cook a wide variety of food.,TRUE,TRUE,[sound:JP1K_67_ryouri_word.mp3],[sound:JP1K_67_ryouri_sentence.mp3],
68,そう,そう,"appearing that, seeming that",この料理は美味しそうだ,この 料理[りょうり]は 美味[おい]しそうだ,This dish looks delicious.,,TRUE,[sound:JP1K_68_sou_word.mp3],[sound:JP1K_68_sou_sentence.mp3],
69,立つ,立[た]つ,to stand,彼は家の前に立っている,彼[かれ]は 家[いえ]の 前[まえ]に 立[た]っている,He's standing in front of the house.,TRUE,TRUE,[sound:JP1K_69_tatsu1_word.mp3],[sound:JP1K_69_tatsu1_sentence.mp3],
70,ください,ください,please (give/do for me),そこにかばんを置いてください,そこにかばんを 置[お]いてください,Please put the bag there.,,FALSE,[sound:JP1K_70_kudasai_word.mp3],[sound:JP1K_70_kudasai_sentence.mp3],
71,ゆっくり,ゆっくり,"slowly, at ease",ゆっくりと立ち上がってください,ゆっくりと 立[た]ち 上[あ]がってください,Stand up slowly.,,TRUE,[sound:JP1K_71_yukkuri_word.mp3],[sound:JP1K_71_yukkuri_sentence.mp3],
72,作る,作[つく]る,"to create, to make",明日、友達の家でケーキを作る,明日[あした]、 友達[ともだち]の 家[いえ]でケーキを 作[つく]る,I'm making a cake at a friend's house tomorrow.,TRUE,TRUE,[sound:JP1K_72_tsukuru_word.mp3],[sound:JP1K_72_tsukuru_sentence.mp3],
73,その,その,that (thing),そのケーキは君が作ったの？,そのケーキは 君[きみ]が 作[つく]ったの？,Did you make that cake?,,FALSE,[sound:JP1K_73_sono_word.mp3],[sound:JP1K_73_sono_sentence.mp3],
74,通る,通[とお]る,to pass,毎日、その学校の前を通るよ,毎日[まいにち]、その 学校[がっこう]の 前[まえ]を 通[とお]るよ,I walk past that school every day.,TRUE,TRUE,[sound:JP1K_74_tooru_word.mp3],[sound:JP1K_74_tooru_sentence.mp3],
75,高校,高校[こうこう],high school,妹は高校に通っている,妹[いもうと]は 高校[こうこう]に 通[かよ]っている,My younger sister goes to high school.,TRUE,TRUE,[sound:JP1K_75_koukou_word.mp3],[sound:JP1K_75_koukou_sentence.mp3],
76,彼女,彼女[かのじょ],"she, her; girlfriend",彼女は私の友達だよ,彼女[かのじょ]は 私[わたし]の 友達[ともだち]だよ,She's a friend of mine.,TRUE,TRUE,[sound:JP1K_76_kanojo_word.mp3],[sound:JP1K_76_kanojo_sentence.mp3],
77,手伝う,手伝[てつだ]う,"to help, to assist",友達の宿題を手伝う,友達[ともだち]の 宿題[しゅくだい]を 手伝[てつだ]う,I help my friends with their homework.,TRUE,TRUE,[sound:JP1K_77_tetsudau_word.mp3],[sound:JP1K_77_tetsudau_sentence.mp3],
78,両親,両親[りょうしん],parents,私の両親は厳しい,私[わたし]の 両親[りょうしん]は 厳[きび]しい,My parents are strict.,TRUE,TRUE,[sound:JP1K_78_ryoushin_word.mp3],[sound:JP1K_78_ryoushin_sentence.mp3],
79,もらう,もらう,to recieve,私は誕生日プレゼントをもらった,私[わたし]は 誕生日[たんじょうび]プレゼントをもらった,I received a birthday present.,,TRUE,[sound:JP1K_79_morau_word.mp3],[sound:JP1K_79_morau_sentence.mp3],
80,手紙,手紙[てがみ],letter,両親から手紙をもらった,両親[りょうしん]から 手紙[てがみ]をもらった,I received a letter from my parents.,TRUE,TRUE,[sound:JP1K_80_tegami_word.mp3],[sound:JP1K_80_tegami_sentence.mp3],
81,くれる,くれる,to give,彼女は手紙をくれた,彼女[かのじょ]は 手紙[てがみ]をくれた,She gave me a letter.,,TRUE,[sound:JP1K_81_kureru_word.mp3],[sound:JP1K_81_kureru_sentence.mp3],
82,そこ,そこ,that (a little distant),そこのペンを取ってくれる？,そこのペンを 取[と]ってくれる？,"Would you hand me that pen over there,?",,FALSE,[sound:JP1K_82_soko_word.mp3],[sound:JP1K_82_soko_sentence.mp3],
83,場所,場所[ばしょ],"place, location",そこは、不思議な場所だった,そこは、 不思議[ふしぎ]な 場所[ばしょ]だった,That was a mysterious place.,TRUE,TRUE,[sound:JP1K_83_basho_word.mp3],[sound:JP1K_83_basho_sentence.mp3],
84,ありがとう,ありがとう,thank you (informal),手伝ってくれてありがとう,手伝[てつだ]ってくれてありがとう,Thanks for your help.,,TRUE,[sound:JP1K_84_arigatou_word.mp3],[sound:JP1K_84_arigatou_sentence.mp3],
85,様,様[さま],"Mr., Mrs., Ms. (very formal)",山田様はいらっしゃいますか,山田[やまだ] 様[さま]はいらっしゃいますか,Is Mr. Yamada here?,TRUE,TRUE,[sound:JP1K_85_sama_word.mp3],[sound:JP1K_85_sama_sentence.mp3],
86,いらっしゃる,いらっしゃる,to be (honorific version of いる),お客様がいらっしゃる,お 客様[きゃくさま]がいらっしゃる,We have guests.,,TRUE,[sound:JP1K_86_irassharu_word.mp3],[sound:JP1K_86_irassharu_sentence.mp3],
87,数学,数学[すうがく],mathematics,数学のテストは難しかった,数学[すうがく]のテストは 難[むずか]しかった,The math test was difficult.,TRUE,TRUE,[sound:JP1K_87_suugaku_word.mp3],[sound:JP1K_87_suugaku_sentence.mp3],
88,解く,解[と]く,"to untie, to unfasten, to solve",数学の問題を解く,数学[すうがく]の 問題[もんだい]を 解[と]く,I will solve a math problem.,TRUE,TRUE,[sound:JP1K_88_toku_word.mp3],[sound:JP1K_88_toku_sentence.mp3],
89,難しい,難[むずか]しい,"difficult, hard",私は難しい問題を解く,私[わたし]は 難[むずか]しい 問題[もんだい]を 解[と]く,I solve difficult problems.,TRUE,TRUE,[sound:JP1K_89_muzukashii_word.mp3],[sound:JP1K_89_muzukashii_sentence.mp3],
90,とても,とても,very,この問題はとても難しいです,この 問題[もんだい]はとても 難[むずか]しいです,This problem is very difficult.,,TRUE,[sound:JP1K_90_totemo_word.mp3],[sound:JP1K_90_totemo_sentence.mp3],
91,中,中[なか],"middle, within",兄は家の中にいます,兄[あに]は 家[いえ]の 中[なか]にいます,My older brother is in the house.,TRUE,TRUE,[sound:JP1K_91_naka1_word.mp3],[sound:JP1K_91_naka1_sentence.mp3],
92,忙しい,忙[いそが]しい,busy,忙しいので手伝ってください,忙[いそが]しいので 手伝[てつだ]ってください,"I am busy, so please assist me.",TRUE,TRUE,[sound:JP1K_92_isogashii_word.mp3],[sound:JP1K_92_isogashii_sentence.mp3],
93,仕事,仕事[しごと],"work, job",最近、仕事がとても忙しい,最近[さいきん]、 仕事[しごと]がとても 忙[いそが]しい,I've been very busy at work lately.,TRUE,TRUE,[sound:JP1K_93_shigoto_word.mp3],[sound:JP1K_93_shigoto_sentence.mp3],
94,疲れる,疲[つか]れる,"to get tired, to be worn out",一日中、仕事をしていたから疲れた,一日中[いちにちじゅう]、 仕事[しごと]をしていたから 疲[つか]れた,I've been working all day. I'm tired.,TRUE,TRUE,[sound:JP1K_94_tsukareru_word.mp3],[sound:JP1K_94_tsukareru_sentence.mp3],
95,休憩,休憩[きゅうけい],break (from doing something),疲れたから休憩を取る,疲[つか]れたから 休憩[きゅうけい]を 取[と]る,I'm tired. I need a break.,TRUE,TRUE,[sound:JP1K_95_kyuukei_word.mp3],[sound:JP1K_95_kyuukei_sentence.mp3],
96,取る,取[と]る,to take,疲れて休憩を取る,疲[つか]れて 休憩[きゅうけい]を 取[と]る,"I'm tired, so I'll take a break.",TRUE,TRUE,[sound:JP1K_96_toru_word.mp3],[sound:JP1K_96_toru_sentence.mp3],
97,任せる,任[まか]せる,to entrust (a task) to another,この仕事は君に任せるよ,この 仕事[しごと]は 君[きみ]に 任[まか]せるよ,I'm leaving this job to you.,TRUE,TRUE,[sound:JP1K_97_makaseru_word.mp3],[sound:JP1K_97_makaseru_sentence.mp3],
98,新しい,新[あたら]しい,new,新しい携帯を買う,新[あたら]しい 携帯[けいたい]を 買[か]う,I'm buying a new phone.,TRUE,TRUE,[sound:JP1K_98_atarashii_word.mp3],[sound:JP1K_98_atarashii_sentence.mp3],
99,前,前[まえ],"in front (of), before",その店の前で会おう,その 店[みせ]の 前[まえ]で 会[あ]おう,Let's meet in front of that store.,TRUE,TRUE,[sound:JP1K_99_mae_word.mp3],[sound:JP1K_99_mae_sentence.mp3],
100,朝,朝[あさ],morning,その日は朝から忙しかった,その 日[ひ]は 朝[あさ]から 忙[いそが]しかった,"On that day, I was busy from the morning onward.",TRUE,TRUE,[sound:JP1K_100_asa_word.mp3],[sound:JP1K_100_asa_sentence.mp3],
101,降る,降[ふ]る,"to fall (rain, snow, etc)",朝から雪がたくさん降っている,朝[あさ]から 雪[ゆき]がたくさん 降[ふ]っている,It's been snowing a lot since this morning.,TRUE,TRUE,[sound:JP1K_101_furu1_word.mp3],[sound:JP1K_101_furu1_sentence.mp3],
102,日,日[ひ],day,その日は朝から雨が降っていた,その 日[ひ]は 朝[あさ]から 雨[あめ]が 降[ふ]っていた,It had been raining since the morning of that day.,TRUE,FALSE,[sound:JP1K_102_hi_word.mp3],[sound:JP1K_102_hi_sentence.mp3],
103,なる,なる,to become,兄は先生になった,兄[あに]は 先生[せんせい]になった,My older brother became a teacher.,,TRUE,[sound:JP1K_103_naru2_word.mp3],[sound:JP1K_103_naru2_sentence.mp3],
104,聞く,聞[き]く,to listen,彼女はラジオを聞いている,彼女[かのじょ]はラジオを 聞[き]いている,She's listening to the radio.,TRUE,TRUE,[sound:JP1K_104_kiku_word.mp3],[sound:JP1K_104_kiku_sentence.mp3],
105,先生,先生[せんせい],teacher,分からないことは先生に聞いて,分[わ]からないことは 先生[せんせい]に 聞[き]いて,"If you don't understand something, ask your teacher.",TRUE,TRUE,[sound:JP1K_105_sensei_word.mp3],[sound:JP1K_105_sensei_sentence.mp3],
106,今年,今年[ことし],this year,今年18歳になった,今年[ことし] 18[じゅうはっ] 歳[さい]になった,Turned 18 this year.,TRUE,TRUE,[sound:JP1K_106_kotoshi_word.mp3],[sound:JP1K_106_kotoshi_sentence.mp3],
107,冬,冬[ふゆ],winter (season),今年の冬は寒い,今年[ことし]の 冬[ふゆ]は 寒[さむ]い,It's cold this winter.,TRUE,TRUE,[sound:JP1K_107_fuyu_word.mp3],[sound:JP1K_107_fuyu_sentence.mp3],
108,寒い,寒[さむ]い,cold (weather),今年の冬はとても寒い,今年[ことし]の 冬[ふゆ]はとても 寒[さむ]い,It's really cold this winter.,TRUE,TRUE,[sound:JP1K_108_samui_word.mp3],[sound:JP1K_108_samui_sentence.mp3],
109,誰,誰[だれ],who,この人は誰ですか？,この 人[ひと]は 誰[だれ]ですか？,Who is this person?,TRUE,TRUE,[sound:JP1K_109_dare_word.mp3],[sound:JP1K_109_dare_sentence.mp3],
110,店,店[みせ],"store, shop",店に入ると、誰もいなかった,店[みせ]に 入[はい]ると、 誰[だれ]もいなかった,There was no one in the store when I entered.,TRUE,TRUE,[sound:JP1K_110_mise_word.mp3],[sound:JP1K_110_mise_sentence.mp3],
111,入る,入[はい]る,to enter,ちょっと寒いから中に入ろう,ちょっと 寒[さむ]いから 中[なか]に 入[はい]ろう,It's a little cold. Let's go inside.,TRUE,TRUE,[sound:JP1K_111_hairu_word.mp3],[sound:JP1K_111_hairu_sentence.mp3],
112,本当,本当[ほんとう],"really, truth",本当に知らないの？,本当[ほんとう]に 知[し]らないの？,You really don't know?,TRUE,TRUE,[sound:JP1K_112_hontou_word.mp3],[sound:JP1K_112_hontou_sentence.mp3],
113,妹,妹[いもうと],younger sister,妹は今年、小学生になった,妹[いもうと]は 今年[ことし]、 小学生[しょうがくせい]になった,My younger sister started elementary school this year.,TRUE,TRUE,[sound:JP1K_113_imouto_word.mp3],[sound:JP1K_113_imouto_sentence.mp3],
114,買い物,買[か]い 物[もの],shopping,妹は買い物に行った,妹[いもうと]は 買[か]い 物[もの]に 行[い]った,My younger sister went shopping.,TRUE,FALSE,[sound:JP1K_114_kaimono_word.mp3],[sound:JP1K_114_kaimono_sentence.mp3],
